AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 20.79; 26.94; 23.07; 22.58; 76.45; 72.62; 77.44; 78.14; 37.32; 58.33; 56.73
 20.79; 26.92; 23.09; 22.60; 76.47; 72.61; 77.42; 78.16; 37.30; 58.31; 56.74
 20.78; 26.91; 23.09; 22.56; 76.44; 72.59; 77.42; 78.16; 37.35; 58.34; 56.71
 20.76; 26.92; 23.09; 22.53; 76.39; 72.56; 77.45; 78.14; 37.40; 58.36; 56.70
 20.74; 26.91; 23.10; 22.51; 76.38; 72.55; 77.41; 78.12; 37.44; 58.38; 56.71
 20.73; 26.88; 23.10; 22.48; 76.39; 72.56; 77.40; 78.09; 37.46; 58.39; 56.72
 20.72; 26.85; 23.10; 22.45; 76.37; 72.53; 77.42; 78.09; 37.49; 58.40; 56.75
 20.73; 26.80; 23.08; 22.44; 76.37; 72.53; 77.43; 78.06; 37.52; 58.40; 56.75
 20.74; 26.77; 23.05; 22.44; 76.37; 72.51; 77.45; 78.07; 37.51; 58.39; 56.77
 20.73; 26.75; 23.01; 22.45; 76.36; 72.49; 77.45; 78.11; 37.49; 58.41; 56.79
 20.71; 26.76; 23.02; 22.42; 76.36; 72.48; 77.48; 78.10; 37.54; 58.42; 56.77
 20.71; 26.74; 23.02; 22.42; 76.32; 72.48; 77.50; 78.12; 37.58; 58.41; 56.77
 20.74; 26.73; 23.01; 22.42; 76.33; 72.51; 77.48; 78.13; 37.58; 58.40; 56.75
 20.69; 26.71; 23.02; 22.43; 76.33; 72.52; 77.48; 78.14; 37.59; 58.40; 56.76
 20.71; 26.71; 23.00; 22.43; 76.35; 72.47; 77.49; 78.11; 37.60; 58.45; 56.77
 20.71; 26.70; 22.99; 22.43; 76.32; 72.46; 77.52; 78.12; 37.63; 58.47; 56.77
 20.72; 26.68; 23.00; 22.39; 76.32; 72.46; 77.55; 78.11; 37.65; 58.44; 56.81
 20.70; 26.66; 22.99; 22.44; 76.36; 72.45; 77.54; 78.09; 37.64; 58.47; 56.83
 20.68; 26.64; 23.01; 22.44; 76.34; 72.44; 77.56; 78.10; 37.69; 58.50; 56.82
 20.66; 26.66; 23.00; 22.44; 76.33; 72.44; 77.54; 78.14; 37.72; 58.52; 56.84
 20.66; 26.67; 22.98; 22.44; 76.32; 72.42; 77.52; 78.12; 37.76; 58.55; 56.88
 20.67; 26.65; 22.98; 22.48; 76.32; 72.41; 77.51; 78.14; 37.74; 58.56; 56.91
 20.67; 26.64; 22.98; 22.49; 76.32; 72.39; 77.51; 78.17; 37.71; 58.57; 56.91
 20.69; 26.63; 22.98; 22.50; 76.29; 72.35; 77.52; 78.13; 37.74; 58.56; 56.94
 20.70; 26.61; 23.00; 22.50; 76.29; 72.31; 77.51; 78.13; 37.80; 58.51; 56.98
 20.72; 26.59; 22.98; 22.52; 76.27; 72.32; 77.50; 78.17; 37.77; 58.50; 57.00
 20.71; 26.61; 22.97; 22.48; 76.30; 72.26; 77.52; 78.14; 37.79; 58.51; 56.99
 20.69; 26.60; 22.97; 22.47; 76.28; 72.24; 77.54; 78.13; 37.81; 58.49; 57.00
 20.66; 26.60; 22.95; 22.48; 76.28; 72.23; 77.50; 78.12; 37.84; 58.51; 57.01
 20.66; 26.58; 22.94; 22.51; 76.27; 72.21; 77.49; 78.13; 37.80; 58.53; 56.99
 20.67; 26.55; 22.96; 22.49; 76.29; 72.16; 77.47; 78.09; 37.83; 58.58; 57.02
 20.67; 26.50; 22.97; 22.52; 76.26; 72.17; 77.47; 78.08; 37.84; 58.61; 57.00
 20.67; 26.52; 22.94; 22.50; 76.29; 72.16; 77.44; 78.07; 37.86; 58.60; 57.00
 20.66; 26.50; 22.93; 22.56; 76.30; 72.15; 77.44; 78.08; 37.84; 58.59; 56.99
 20.67; 26.47; 22.93; 22.56; 76.31; 72.14; 77.46; 78.10; 37.83; 58.60; 56.98
 20.68; 26.44; 22.94; 22.55; 76.32; 72.09; 77.48; 78.12; 37.83; 58.59; 56.99
 20.67; 26.49; 22.96; 22.56; 76.33; 72.07; 77.42; 78.08; 37.83; 58.62; 57.02
 20.68; 26.49; 22.95; 22.58; 76.30; 72.09; 77.44; 78.09; 37.82; 58.62; 57.01
 20.70; 26.48; 22.98; 22.55; 76.32; 72.09; 77.44; 78.09; 37.80; 58.61; 57.03
 20.69; 26.54; 22.97; 22.52; 76.31; 72.10; 77.45; 78.11; 37.79; 58.63; 57.03
 20.71; 26.55; 22.99; 22.51; 76.33; 72.06; 77.44; 78.08; 37.82; 58.63; 57.08
 20.72; 26.59; 22.95; 22.51; 76.30; 72.08; 77.45; 78.09; 37.79; 58.69; 57.08
 20.72; 26.58; 22.99; 22.48; 76.31; 72.08; 77.44; 78.09; 37.83; 58.71; 57.07
 20.71; 26.60; 23.01; 22.49; 76.32; 72.07; 77.44; 78.11; 37.82; 58.72; 57.04
 20.73; 26.64; 23.05; 22.49; 76.33; 72.08; 77.42; 78.10; 37.80; 58.71; 57.04
 20.72; 26.69; 23.01; 22.52; 76.33; 72.09; 77.43; 78.13; 37.76; 58.72; 57.03
 20.72; 26.68; 23.05; 22.53; 76.32; 72.08; 77.37; 78.13; 37.77; 58.72; 57.03
 20.72; 26.67; 23.08; 22.51; 76.30; 72.09; 77.39; 78.15; 37.76; 58.70; 56.98
 20.74; 26.69; 23.10; 22.50; 76.30; 72.07; 77.31; 78.12; 37.77; 58.69; 57.02
 20.76; 26.68; 23.09; 22.50; 76.27; 72.07; 77.33; 78.12; 37.75; 58.70; 57.00
 20.74; 26.68; 23.09; 22.52; 76.26; 72.06; 77.32; 78.12; 37.76; 58.66; 57.02
 20.73; 26.73; 23.07; 22.52; 76.25; 72.04; 77.33; 78.14; 37.71; 58.64; 57.00
 20.72; 26.77; 23.08; 22.53; 76.28; 71.97; 77.28; 78.09; 37.74; 58.64; 57.03
 20.71; 26.78; 23.05; 22.51; 76.28; 71.99; 77.26; 78.08; 37.73; 58.67; 57.02
 20.71; 26.78; 23.06; 22.49; 76.31; 71.96; 77.25; 78.10; 37.75; 58.65; 57.01
 20.70; 26.79; 23.07; 22.48; 76.30; 71.97; 77.28; 78.11; 37.75; 58.62; 57.00
 20.73; 26.80; 23.11; 22.52; 76.32; 71.93; 77.24; 78.06; 37.70; 58.62; 57.02
 20.70; 26.82; 23.10; 22.52; 76.32; 71.97; 77.23; 78.06; 37.71; 58.62; 57.01
 20.68; 26.81; 23.12; 22.54; 76.35; 71.96; 77.23; 78.05; 37.71; 58.61; 57.00
 20.66; 26.81; 23.14; 22.55; 76.35; 71.96; 77.26; 78.06; 37.70; 58.59; 56.97
 20.69; 26.83; 23.11; 22.55; 76.38; 71.90; 77.25; 78.02; 37.70; 58.60; 57.00
 20.71; 26.83; 23.09; 22.54; 76.37; 71.91; 77.24; 78.00; 37.69; 58.64; 57.02
 20.70; 26.84; 23.11; 22.53; 76.41; 71.91; 77.24; 78.02; 37.68; 58.62; 57.05
 20.68; 26.84; 23.15; 22.53; 76.43; 71.90; 77.26; 78.05; 37.66; 58.60; 57.05
 20.69; 26.86; 23.18; 22.53; 76.45; 71.87; 77.25; 78.01; 37.70; 58.59; 57.08
 20.67; 26.87; 23.17; 22.53; 76.47; 71.88; 77.26; 78.01; 37.70; 58.61; 57.08
 20.70; 26.91; 23.18; 22.52; 76.48; 71.86; 77.25; 78.01; 37.72; 58.61; 57.06
 20.70; 26.88; 23.20; 22.54; 76.48; 71.85; 77.26; 78.05; 37.71; 58.62; 57.04
 20.73; 26.96; 23.22; 22.53; 76.49; 71.84; 77.23; 77.99; 37.67; 58.61; 57.10
 20.74; 26.99; 23.20; 22.54; 76.47; 71.83; 77.23; 78.01; 37.64; 58.66; 57.08
 20.73; 26.99; 23.22; 22.54; 76.47; 71.82; 77.21; 77.98; 37.62; 58.64; 57.12
 20.71; 27.00; 23.22; 22.53; 76.47; 71.80; 77.22; 77.99; 37.61; 58.64; 57.11
 20.75; 27.01; 23.24; 22.50; 76.50; 71.76; 77.17; 77.96; 37.60; 58.62; 57.12
 20.75; 27.01; 23.22; 22.50; 76.50; 71.76; 77.14; 77.94; 37.58; 58.66; 57.12
 20.73; 27.02; 23.21; 22.51; 76.54; 71.75; 77.13; 77.95; 37.56; 58.63; 57.12
 20.71; 27.03; 23.20; 22.51; 76.57; 71.72; 77.14; 77.96; 37.54; 58.63; 57.10
 20.71; 27.04; 23.20; 22.53; 76.60; 71.69; 77.11; 77.88; 37.53; 58.63; 57.12
 20.70; 27.05; 23.17; 22.53; 76.61; 71.71; 77.06; 77.87; 37.51; 58.69; 57.10
 20.70; 27.06; 23.19; 22.50; 76.60; 71.73; 77.05; 77.88; 37.53; 58.67; 57.10
 20.71; 27.05; 23.20; 22.49; 76.61; 71.74; 77.06; 77.89; 37.53; 58.67; 57.11
 20.74; 27.06; 23.23; 22.48; 76.62; 71.74; 77.02; 77.83; 37.55; 58.66; 57.13
 20.76; 27.07; 23.21; 22.47; 76.62; 71.75; 77.03; 77.83; 37.54; 58.68; 57.13
 20.75; 27.09; 23.19; 22.46; 76.64; 71.73; 77.03; 77.83; 37.55; 58.67; 57.14
 20.78; 27.08; 23.16; 22.46; 76.63; 71.74; 77.07; 77.85; 37.53; 58.66; 57.14
 20.80; 27.08; 23.17; 22.44; 76.63; 71.70; 77.07; 77.85; 37.51; 58.66; 57.20
 20.83; 27.05; 23.17; 22.44; 76.66; 71.70; 77.05; 77.83; 37.51; 58.69; 57.19
 20.83; 27.04; 23.16; 22.43; 76.65; 71.69; 77.04; 77.87; 37.56; 58.73; 57.17
 20.85; 27.01; 23.15; 22.46; 76.64; 71.71; 77.06; 77.89; 37.55; 58.74; 57.15
 20.86; 27.01; 23.16; 22.44; 76.66; 71.75; 77.06; 77.87; 37.53; 58.76; 57.15
 20.87; 27.02; 23.15; 22.45; 76.67; 71.76; 77.05; 77.88; 37.52; 58.76; 57.16
 20.86; 27.01; 23.19; 22.47; 76.67; 71.73; 77.05; 77.88; 37.52; 58.78; 57.16
 20.88; 27.02; 23.18; 22.48; 76.65; 71.73; 77.06; 77.90; 37.53; 58.76; 57.15
 20.88; 27.04; 23.21; 22.48; 76.64; 71.71; 77.06; 77.87; 37.49; 58.78; 57.20
 20.90; 27.03; 23.24; 22.50; 76.64; 71.69; 77.09; 77.86; 37.47; 58.75; 57.19
 20.90; 27.02; 23.23; 22.47; 76.64; 71.72; 77.06; 77.82; 37.48; 58.76; 57.21
 20.91; 27.02; 23.21; 22.46; 76.59; 71.74; 77.08; 77.84; 37.46; 58.76; 57.19
 20.90; 27.04; 23.22; 22.44; 76.60; 71.70; 77.07; 77.85; 37.44; 58.74; 57.20
 20.92; 27.02; 23.22; 22.42; 76.62; 71.68; 77.06; 77.83; 37.43; 58.74; 57.21
 20.91; 27.00; 23.21; 22.41; 76.64; 71.66; 77.08; 77.85; 37.42; 58.75; 57.20
 20.90; 27.00; 23.19; 22.40; 76.64; 71.62; 77.10; 77.86; 37.43; 58.77; 57.18
 20.90; 27.00; 23.21; 22.38; 76.64; 71.57; 77.10; 77.86; 37.43; 58.76; 57.20
 20.91; 27.00; 23.22; 22.36; 76.67; 71.56; 77.11; 77.85; 37.41; 58.72; 57.21
 20.91; 27.00; 23.23; 22.36; 76.68; 71.54; 77.13; 77.86; 37.40; 58.73; 57.19
 20.92; 27.01; 23.21; 22.36; 76.66; 71.54; 77.16; 77.88; 37.42; 58.73; 57.15
 20.92; 27.05; 23.23; 22.34; 76.65; 71.53; 77.15; 77.86; 37.43; 58.72; 57.16
 20.95; 27.05; 23.23; 22.33; 76.66; 71.51; 77.17; 77.86; 37.43; 58.71; 57.15
 20.96; 27.05; 23.22; 22.32; 76.65; 71.51; 77.20; 77.84; 37.42; 58.73; 57.18
 20.94; 27.09; 23.19; 22.33; 76.65; 71.54; 77.21; 77.83; 37.42; 58.73; 57.17
 20.93; 27.11; 23.17; 22.32; 76.67; 71.54; 77.22; 77.81; 37.40; 58.77; 57.18
 20.95; 27.10; 23.16; 22.33; 76.67; 71.53; 77.23; 77.81; 37.41; 58.78; 57.18
 20.93; 27.12; 23.15; 22.34; 76.69; 71.54; 77.21; 77.81; 37.40; 58.80; 57.20
 20.94; 27.12; 23.12; 22.33; 76.66; 71.54; 77.23; 77.83; 37.45; 58.81; 57.20
 20.93; 27.14; 23.17; 22.33; 76.66; 71.53; 77.22; 77.82; 37.45; 58.80; 57.20
 20.96; 27.14; 23.16; 22.34; 76.67; 71.52; 77.21; 77.85; 37.47; 58.77; 57.22
 20.97; 27.14; 23.13; 22.34; 76.66; 71.51; 77.20; 77.87; 37.48; 58.79; 57.21
 20.97; 27.13; 23.11; 22.35; 76.63; 71.52; 77.20; 77.90; 37.51; 58.81; 57.16
 20.96; 27.17; 23.13; 22.34; 76.63; 71.46; 77.22; 77.89; 37.48; 58.82; 57.18
 20.97; 27.16; 23.14; 22.33; 76.63; 71.44; 77.22; 77.92; 37.49; 58.80; 57.18
 20.96; 27.17; 23.14; 22.31; 76.63; 71.43; 77.23; 77.89; 37.50; 58.79; 57.18
 20.95; 27.16; 23.12; 22.30; 76.61; 71.44; 77.24; 77.92; 37.50; 58.79; 57.17
 20.95; 27.17; 23.13; 22.28; 76.62; 71.42; 77.22; 77.90; 37.47; 58.78; 57.22
 20.96; 27.16; 23.13; 22.28; 76.64; 71.39; 77.21; 77.92; 37.45; 58.78; 57.22
 20.96; 27.14; 23.10; 22.30; 76.62; 71.38; 77.21; 77.92; 37.45; 58.80; 57.23
 20.94; 27.12; 23.08; 22.31; 76.62; 71.38; 77.24; 77.93; 37.47; 58.78; 57.21
 20.92; 27.16; 23.09; 22.30; 76.63; 71.31; 77.24; 77.93; 37.48; 58.78; 57.22
 20.92; 27.18; 23.09; 22.29; 76.65; 71.30; 77.26; 77.93; 37.44; 58.78; 57.21
 20.91; 27.18; 23.09; 22.28; 76.66; 71.30; 77.24; 77.92; 37.46; 58.77; 57.24
 20.93; 27.15; 23.05; 22.29; 76.63; 71.30; 77.26; 77.95; 37.49; 58.78; 57.22
 20.93; 27.18; 23.07; 22.30; 76.62; 71.30; 77.26; 77.94; 37.47; 58.77; 57.22
 20.96; 27.17; 23.06; 22.32; 76.61; 71.31; 77.28; 77.93; 37.47; 58.74; 57.21
 20.96; 27.20; 23.05; 22.32; 76.57; 71.33; 77.29; 77.93; 37.45; 58.75; 57.24
 20.99; 27.20; 23.05; 22.32; 76.60; 71.34; 77.28; 77.93; 37.44; 58.76; 57.23
 20.99; 27.18; 23.03; 22.36; 76.58; 71.35; 77.29; 77.92; 37.44; 58.76; 57.27
 20.99; 27.17; 23.04; 22.35; 76.60; 71.37; 77.31; 77.93; 37.40; 58.78; 57.27
 20.98; 27.17; 23.06; 22.33; 76.59; 71.35; 77.30; 77.94; 37.43; 58.79; 57.30
 21.06; 27.19; 23.03; 22.32; 76.60; 71.34; 77.29; 77.95; 37.43; 58.81; 57.26
 21.07; 27.16; 23.02; 22.35; 76.60; 71.36; 77.28; 77.95; 37.45; 58.83; 57.25
 21.05; 27.18; 23.04; 22.33; 76.59; 71.36; 77.32; 77.97; 37.47; 58.81; 57.23
 21.03; 27.19; 23.04; 22.32; 76.57; 71.35; 77.33; 78.00; 37.48; 58.80; 57.23
 21.06; 27.20; 23.04; 22.32; 76.59; 71.31; 77.33; 77.98; 37.45; 58.81; 57.21
 21.06; 27.16; 23.06; 22.31; 76.54; 71.34; 77.34; 77.98; 37.47; 58.82; 57.19
 21.04; 27.17; 23.08; 22.29; 76.52; 71.35; 77.36; 78.01; 37.44; 58.79; 57.18
 21.05; 27.16; 23.07; 22.29; 76.48; 71.35; 77.37; 78.04; 37.41; 58.79; 57.19
 21.07; 27.15; 23.07; 22.29; 76.48; 71.32; 77.34; 78.01; 37.41; 58.82; 57.20
 21.08; 27.14; 23.04; 22.28; 76.45; 71.32; 77.34; 78.02; 37.41; 58.85; 57.18
 21.09; 27.15; 23.05; 22.28; 76.43; 71.28; 77.36; 78.04; 37.39; 58.85; 57.16
 21.11; 27.17; 23.03; 22.26; 76.42; 71.26; 77.36; 78.05; 37.36; 58.88; 57.16
 21.16; 27.16; 23.02; 22.27; 76.42; 71.23; 77.37; 78.02; 37.35; 58.88; 57.17
 21.16; 27.13; 23.01; 22.28; 76.41; 71.25; 77.35; 78.05; 37.34; 58.90; 57.16
 21.16; 27.13; 23.03; 22.28; 76.38; 71.26; 77.36; 78.08; 37.31; 58.90; 57.14
 21.14; 27.13; 23.04; 22.27; 76.38; 71.25; 77.37; 78.08; 37.33; 58.88; 57.16
 21.18; 27.12; 23.04; 22.26; 76.40; 71.25; 77.37; 78.07; 37.33; 58.86; 57.16
 21.20; 27.09; 23.04; 22.27; 76.36; 71.28; 77.39; 78.07; 37.34; 58.87; 57.14
 21.20; 27.10; 23.05; 22.26; 76.34; 71.28; 77.38; 78.10; 37.33; 58.86; 57.13
 21.19; 27.13; 23.06; 22.25; 76.34; 71.26; 77.38; 78.10; 37.34; 58.90; 57.12
 21.25; 27.14; 23.06; 22.22; 76.32; 71.27; 77.37; 78.09; 37.36; 58.89; 57.15
 21.23; 27.14; 23.07; 22.25; 76.30; 71.30; 77.38; 78.08; 37.36; 58.92; 57.14
 21.22; 27.17; 23.08; 22.24; 76.30; 71.32; 77.39; 78.10; 37.34; 58.92; 57.11
 21.21; 27.17; 23.09; 22.22; 76.29; 71.30; 77.41; 78.10; 37.36; 58.95; 57.13
 21.25; 27.17; 23.08; 22.23; 76.30; 71.29; 77.43; 78.09; 37.37; 58.97; 57.10
 21.25; 27.15; 23.08; 22.25; 76.29; 71.30; 77.44; 78.11; 37.38; 58.98; 57.08
 21.24; 27.15; 23.11; 22.26; 76.30; 71.29; 77.46; 78.12; 37.36; 58.96; 57.09
 21.22; 27.18; 23.10; 22.26; 76.28; 71.28; 77.46; 78.15; 37.36; 58.94; 57.06
 21.29; 27.18; 23.10; 22.26; 76.27; 71.26; 77.44; 78.14; 37.34; 58.94; 57.06
 21.28; 27.19; 23.11; 22.25; 76.22; 71.30; 77.43; 78.14; 37.34; 58.94; 57.04
 21.27; 27.18; 23.12; 22.25; 76.19; 71.32; 77.44; 78.13; 37.34; 58.94; 57.02
 21.26; 27.19; 23.11; 22.24; 76.18; 71.29; 77.46; 78.14; 37.36; 58.90; 57.02
 21.27; 27.19; 23.11; 22.22; 76.19; 71.27; 77.44; 78.14; 37.36; 58.91; 57.01
 21.26; 27.16; 23.11; 22.24; 76.17; 71.28; 77.44; 78.13; 37.38; 58.93; 56.97
 21.25; 27.17; 23.10; 22.22; 76.14; 71.27; 77.45; 78.16; 37.40; 58.91; 56.95
 21.24; 27.16; 23.09; 22.23; 76.13; 71.24; 77.46; 78.18; 37.44; 58.90; 56.96
 21.26; 27.16; 23.09; 22.23; 76.15; 71.23; 77.44; 78.17; 37.48; 58.91; 56.94
 21.29; 27.13; 23.09; 22.23; 76.14; 71.25; 77.44; 78.18; 37.49; 58.90; 56.93
 21.28; 27.12; 23.12; 22.24; 76.13; 71.26; 77.45; 78.20; 37.46; 58.89; 56.91
 21.26; 27.17; 23.13; 22.22; 76.12; 71.27; 77.44; 78.23; 37.46; 58.88; 56.90
 21.31; 27.15; 23.14; 22.21; 76.12; 71.27; 77.43; 78.23; 37.46; 58.90; 56.88
 21.34; 27.11; 23.15; 22.20; 76.11; 71.29; 77.44; 78.24; 37.44; 58.91; 56.86
 21.33; 27.13; 23.17; 22.20; 76.09; 71.32; 77.48; 78.25; 37.41; 58.89; 56.84
 21.35; 27.15; 23.18; 22.20; 76.07; 71.33; 77.48; 78.26; 37.43; 58.88; 56.82
 21.36; 27.15; 23.15; 22.21; 76.06; 71.33; 77.49; 78.27; 37.43; 58.89; 56.83
 21.38; 27.16; 23.17; 22.20; 76.08; 71.33; 77.47; 78.28; 37.44; 58.86; 56.85
 21.39; 27.16; 23.20; 22.18; 76.07; 71.33; 77.47; 78.29; 37.46; 58.87; 56.84
 21.40; 27.15; 23.20; 22.18; 76.07; 71.32; 77.48; 78.31; 37.44; 58.90; 56.83
 21.41; 27.15; 23.22; 22.17; 76.06; 71.30; 77.48; 78.31; 37.44; 58.89; 56.84
 21.43; 27.18; 23.19; 22.17; 76.07; 71.30; 77.46; 78.32; 37.47; 58.84; 56.86
 21.46; 27.18; 23.23; 22.16; 76.07; 71.27; 77.46; 78.34; 37.44; 58.83; 56.86
 21.46; 27.18; 23.22; 22.14; 76.05; 71.27; 77.48; 78.35; 37.42; 58.84; 56.85
 21.47; 27.19; 23.22; 22.12; 76.04; 71.25; 77.51; 78.36; 37.41; 58.81; 56.84
 21.47; 27.19; 23.21; 22.12; 76.08; 71.22; 77.50; 78.34; 37.42; 58.77; 56.87
 21.47; 27.18; 23.21; 22.11; 76.07; 71.18; 77.51; 78.36; 37.44; 58.73; 56.88
 21.46; 27.16; 23.21; 22.09; 76.07; 71.18; 77.49; 78.37; 37.44; 58.76; 56.88
 21.45; 27.16; 23.21; 22.06; 76.06; 71.18; 77.51; 78.37; 37.44; 58.77; 56.86
 21.45; 27.16; 23.20; 22.06; 76.06; 71.16; 77.50; 78.37; 37.44; 58.76; 56.86
 21.44; 27.17; 23.22; 22.07; 76.05; 71.11; 77.50; 78.40; 37.44; 58.72; 56.88
 21.44; 27.17; 23.22; 22.08; 76.05; 71.10; 77.50; 78.43; 37.46; 58.71; 56.86
 21.45; 27.21; 23.21; 22.05; 76.06; 71.10; 77.49; 78.44; 37.45; 58.68; 56.85
 21.48; 27.22; 23.21; 22.05; 76.10; 71.09; 77.48; 78.43; 37.45; 58.65; 56.87
 21.48; 27.22; 23.25; 22.06; 76.08; 71.06; 77.48; 78.46; 37.45; 58.61; 56.90
 21.49; 27.20; 23.24; 22.07; 76.08; 71.05; 77.47; 78.45; 37.43; 58.65; 56.92
 21.49; 27.23; 23.23; 22.06; 76.07; 71.06; 77.48; 78.45; 37.44; 58.66; 56.91
 21.49; 27.26; 23.25; 22.03; 76.10; 71.01; 77.47; 78.46; 37.45; 58.66; 56.91
 21.50; 27.29; 23.27; 22.00; 76.10; 70.99; 77.49; 78.46; 37.44; 58.62; 56.94
 21.51; 27.29; 23.30; 21.99; 76.09; 70.99; 77.47; 78.47; 37.45; 58.65; 56.94
 21.51; 27.31; 23.33; 21.97; 76.08; 70.99; 77.47; 78.49; 37.42; 58.66; 56.96
 21.54; 27.33; 23.35; 21.95; 76.10; 70.97; 77.45; 78.46; 37.44; 58.64; 56.98
 21.57; 27.37; 23.36; 21.95; 76.11; 70.96; 77.46; 78.49; 37.44; 58.58; 56.98
 21.56; 27.37; 23.37; 21.94; 76.09; 70.96; 77.45; 78.48; 37.42; 58.60; 57.00
 21.57; 27.39; 23.37; 21.93; 76.10; 70.96; 77.46; 78.47; 37.41; 58.59; 57.00
 21.61; 27.39; 23.40; 21.92; 76.11; 70.93; 77.45; 78.46; 37.43; 58.53; 57.03
 21.59; 27.40; 23.40; 21.91; 76.12; 70.91; 77.45; 78.46; 37.41; 58.53; 57.07
 21.58; 27.40; 23.39; 21.91; 76.12; 70.91; 77.44; 78.46; 37.39; 58.55; 57.07
 21.58; 27.41; 23.40; 21.88; 76.10; 70.90; 77.46; 78.47; 37.38; 58.54; 57.06
 21.58; 27.41; 23.41; 21.88; 76.12; 70.91; 77.44; 78.44; 37.37; 58.51; 57.06
 21.59; 27.40; 23.42; 21.86; 76.12; 70.88; 77.47; 78.45; 37.39; 58.48; 57.06
 21.59; 27.38; 23.44; 21.85; 76.11; 70.85; 77.49; 78.46; 37.38; 58.47; 57.07
 21.60; 27.37; 23.45; 21.81; 76.11; 70.84; 77.50; 78.46; 37.41; 58.47; 57.07
 21.60; 27.39; 23.42; 21.81; 76.11; 70.82; 77.48; 78.48; 37.42; 58.44; 57.08
 21.59; 27.40; 23.46; 21.81; 76.10; 70.79; 77.50; 78.49; 37.40; 58.39; 57.10
 21.57; 27.39; 23.45; 21.82; 76.11; 70.79; 77.53; 78.49; 37.42; 58.38; 57.09
 21.58; 27.40; 23.47; 21.82; 76.12; 70.77; 77.53; 78.50; 37.41; 58.36; 57.10
 21.60; 27.42; 23.47; 21.82; 76.14; 70.72; 77.51; 78.49; 37.41; 58.35; 57.13
 21.61; 27.41; 23.47; 21.84; 76.14; 70.71; 77.52; 78.49; 37.40; 58.34; 57.13
 21.61; 27.41; 23.47; 21.82; 76.11; 70.71; 77.55; 78.51; 37.41; 58.35; 57.14
 21.60; 27.44; 23.49; 21.79; 76.13; 70.72; 77.55; 78.53; 37.39; 58.34; 57.14
 21.60; 27.46; 23.47; 21.78; 76.16; 70.71; 77.53; 78.54; 37.37; 58.36; 57.14
 21.61; 27.46; 23.50; 21.76; 76.16; 70.68; 77.56; 78.55; 37.36; 58.34; 57.18
 21.63; 27.45; 23.50; 21.77; 76.18; 70.68; 77.55; 78.55; 37.34; 58.37; 57.18
 21.64; 27.46; 23.49; 21.79; 76.19; 70.67; 77.55; 78.56; 37.33; 58.36; 57.19
 21.66; 27.50; 23.54; 21.77; 76.20; 70.65; 77.55; 78.56; 37.31; 58.34; 57.18
 21.65; 27.50; 23.56; 21.79; 76.20; 70.62; 77.54; 78.59; 37.32; 58.32; 57.22
 21.67; 27.50; 23.55; 21.77; 76.21; 70.62; 77.52; 78.56; 37.33; 58.32; 57.23
 21.67; 27.47; 23.55; 21.77; 76.20; 70.64; 77.51; 78.56; 37.33; 58.31; 57.24
 21.66; 27.49; 23.57; 21.78; 76.20; 70.61; 77.54; 78.57; 37.31; 58.29; 57.22
 21.65; 27.51; 23.57; 21.79; 76.20; 70.60; 77.55; 78.59; 37.28; 58.26; 57.21
 21.68; 27.51; 23.56; 21.77; 76.18; 70.59; 77.52; 78.57; 37.31; 58.26; 57.21
 21.66; 27.52; 23.55; 21.76; 76.17; 70.60; 77.51; 78.59; 37.30; 58.26; 57.21
 21.65; 27.52; 23.57; 21.75; 76.17; 70.61; 77.53; 78.61; 37.28; 58.24; 57.17
 21.64; 27.52; 23.54; 21.74; 76.17; 70.59; 77.54; 78.63; 37.28; 58.23; 57.16
 21.66; 27.50; 23.57; 21.75; 76.15; 70.60; 77.50; 78.60; 37.29; 58.27; 57.17
 21.66; 27.53; 23.57; 21.73; 76.16; 70.60; 77.51; 78.61; 37.27; 58.25; 57.17
 21.65; 27.55; 23.56; 21.74; 76.17; 70.56; 77.50; 78.62; 37.27; 58.24; 57.17
 21.65; 27.54; 23.55; 21.74; 76.16; 70.55; 77.52; 78.63; 37.26; 58.25; 57.17
 21.68; 27.53; 23.56; 21.73; 76.13; 70.57; 77.49; 78.59; 37.27; 58.25; 57.20
 21.70; 27.53; 23.56; 21.75; 76.14; 70.58; 77.52; 78.59; 37.26; 58.24; 57.16
 21.69; 27.54; 23.56; 21.75; 76.14; 70.55; 77.51; 78.61; 37.27; 58.22; 57.17
 21.69; 27.56; 23.57; 21.75; 76.13; 70.54; 77.52; 78.64; 37.26; 58.20; 57.16
 21.70; 27.55; 23.56; 21.75; 76.15; 70.53; 77.50; 78.63; 37.29; 58.20; 57.19
 21.69; 27.58; 23.55; 21.74; 76.16; 70.52; 77.49; 78.64; 37.28; 58.24; 57.21
 21.70; 27.57; 23.56; 21.74; 76.16; 70.53; 77.49; 78.64; 37.27; 58.27; 57.21
 21.67; 27.58; 23.59; 21.74; 76.17; 70.53; 77.51; 78.65; 37.27; 58.26; 57.22
 21.69; 27.55; 23.62; 21.72; 76.16; 70.53; 77.51; 78.62; 37.28; 58.27; 57.26
 21.69; 27.54; 23.64; 21.75; 76.15; 70.54; 77.53; 78.63; 37.25; 58.25; 57.28
